Article,Vedette,Type vedette,Candidat,INSEE,Définition,Commentaire
DT10-02768,"Sainte-Maure,",,1,non,"
1er canton de Troyes.",Problème
DT10-02771,"Sainte-Reine,",chapelle et fontaine,"
Roche
",non,"
chapelle et fontaine, à 
Roche
, commune d’Isle-Aumont.",
DT10-02773,"Sainte-Sabine,",chapelle,"
Ricey-Haute-Rive
",10317,"
chapelle à 
Ricey-Haute-Rive
.",
DT10-02774,"Sainte-Savine,",,2,non,"
2e canton de Troyes.",Problème
DT10-02777,"Saint-Esprit (Hospice du),",,"bourg de Notre-Dame
",non,"au bourg de Notre-Dame
, à Bar-sur-Aube ; aujourd'hui détruit.",
DT10-02800,"Saint-Georges,",prieuré,"
Vendeuvre
",10401,"
prieuré de 
Vendeuvre
, dépendant de l'abbaye de Cluny, fondé vers 1080 par Hugues, comte de Troyes ; supprimé en 1790.",
DT10-02804,"Saint-Germain,",,3,non,"
3e canton de Troyes.",Problème
DT10-02808,"Saint-Gilles,",quartier,"
Croncels
",non,"
quartier de 
Croncels
, faubourg de Troyes ; ancienne paroisse, ancienne commune de 1790 à l'an ix
.",
DT10-02820,"Saint-Jacques,",prieuré,"hors des murs de Troyes
",10387,"
prieuré, fondé au 
xii
e siècle 
hors des murs de Troyes
 ; dépendant d'abord de l'abbaye de Cluny, puis, en 1590, de l'ordre de la Rédemption des Captifs, quand le couvent de la Trinité y fut réuni.",
DT10-02825,"Saint-Jean,",chapelle,"hôpital de Ramerupt
",10314,"
chapelle dépendant de l'hôpital de Ramerupt
, à l'O. de cette commune ; ruinée en 1772.",
DT10-02834,"Saint-Julien,",chapelle,N. de Saint-Nabord,10354,"
chapelle, au N. de Saint-Nabord.",
DT10-02835,"Sancey,",,3,non,"
3e canton de Troyes, avec moulins.",Problème
DT10-02841,"Saint-Léon,",fontaine,Pont-Hubert,10297,"
fontaine à Thennelieres, formant le ru ou ruisseau de Saint-Blaise, qui se jette dans la Vieille-Seine au Pont-Hubert.",
DT10-02848,"Saint-Lyé,",,2,non,"
2e canton de Troyes, près de l'ancienne abbaye de Mantenay, fondée avant 530 ; ainsi nommé de saint Lyé, second abbé de Mantenay, après sa mort, arrivée en l'an 545.",Problème
DT10-02854,"Saint-Martin,",ancien moulin,côté de Saint-Parres-les-Tertres,10357,"
ancien moulin, du côté de Saint-Parres-les-Tertres ; aujourd'hui détruit.",
DT10-02871,"Saint-Michel,",chapelle,"hors des murs de Méry-sur-Seine
",10233,"
chapelle aujourd'hui détruite, au hors des murs de Méry-sur-Seine
.",
DT10-02872,"Saint-Michel,",église paroissiale,ferme de Bures,non,"autrefois église paroissiale, dép. de la ferme de Bures, territoire de Montreuil ; aujourd'hui détruite.",
DT10-02887,"Saint-Nicolas (Hôpital de),",,faubourg de Saint-Michel,non,"
commune de Bar-sur-Aube, faubourg de Saint-Michel ; fondé avant 1130, il existe encore.",
DT10-02894,"Saint-Parres-les-Tertres,",,1,non,"
1er canton de Troyes.",Problème
DT10-02901,"Saint-Pierre (Ruisseau de),",affluent,territoires d'Avon et de Rigny-la-Nonneuse,10023/10318,"
affluent de l'Ardusson, territoires d'Avon et de Rigny-la-Nonneuse (carte du Dépôt de la guerre).",
DT10-02916,"Saint-Roch,",chapelle de ferme,hameau de Bourg-Partie,non,"
chapelle de ferme, dép. du hameau de Bourg-Partie, commune de Neuville-sur-Vanne ; détruite au 
xviii
e siècle 
(Courtalon, Top. t. III, p. 164).",
DT10-02927,"Saint-Sylvestre (Fontaine de),",,"château de Lignol
",10197,"au château de Lignol
.",
DT10-02942,"Saint-Vincent,",ancien fief,"
Ricey-Haut
",10317,"
ancien fief, à 
Ricey-Haut
, dit aussi le parcours Saint-Vincent, sur la rivière de la Laigne, au nord de l'église, dans l'emplacement appelé encore aujourd'hui le Vieux-Château, comprenant : 1° les villages de Riceys, Lannes, Bagneux, Beauvoir, Bragelogne ; 2° le percursus ou parcours, dit parcours Saint-Vincent ; 3° le grand terrage de Molême et de Channes (l'abbé Lalore, Reciacus).",
DT10-02953,"Sarce (La),",ruisseau,Bragelogne à Virey-sous-Bar,10058/10437,"
ruisseau, affluent de la rive gauche de la Seine ; de Bragelogne à Virey-sous-Bar.",
DT10-02963,"Sausseine (La),",ruisseau,Fontenay-de-Bossery à Courceroy,10154/10106,"
ruisseau, affluent de la rive gauche de la Seine ; de Fontenay-de-Bossery à Courceroy.",
DT10-02975,"Seine (La),",fleuve,"Bar-sur-Seine, Troyes, Méry, Romilly, Pont et Nogent",10034,"
fleuve qui entre dans le département de l'Aube à Mussy-sur-Seine, arrose Bar-sur-Seine, Troyes, Méry, Romilly, Pont et Nogent, et entre dans le département de Seine-et-Marne en arrosant le territoire de Villiers-sur-Seine.",
DT10-02982,"Sépultures celtiques,",,hameau de Courtavant,non,"dans la commune de Barbuise, au hameau de Courtavant, à Villenauxe, à Perigny-la-Rose, à Rigny-la-Nonneuse, à la Saulsotte, etc.",
DT10-02984,"Séronne (La),",ruisseau,Maupas aux Bordes d'Isle-Aumont,10229/10173,"
ruisseau qui afflue à la rive droite de la Mogne ; de Maupas aux Bordes d'Isle-Aumont.",
DT10-03004,"Sous-le-Temple,",prieuré de l'ordre des Templiers,entre Ricey-Haute-Rive et Ricey-Bas,10317,"
prieuré de l'ordre des Templiers, établi en 1191 par le comte Milon de Bar entre Ricey-Haute-Rive et Ricey-Bas ; aujourd'hui détruit.",
DT10-03005,"Soyers,",ancien fief,entre Chervey et Buxières,10097/10069,"
ancien fief, entre Chervey et Buxières, sur la rive droit de l'Arce ; disparu dès le 
xiii
e siècle 
(d'après Luc. Coutant, Hist. de Bar-sur-Seine, p. 76).",
DT10-03021,"Targe,",ancien village,territoires de Trouan-le-Grand et de Poivre,10386/10293,"
ancien village, détruit au 
xv
e siècle ; l'emplacement se trouve aujourd'hui sur les territoires de Trouan-le-Grand et de Poivre.",
DT10-03033,Temple (Préceptoreries du) :,,"Buxières, Saint-Flavit",10069/10339,"
Buxières, Saint-Flavit ; Villiers, près de Verrières ; Villiers-Herbice.",
DT10-03034,"Terne-Fontaine,",fontaine,"château de Brienne-le-Château
",10064,"
fontaine située dans le parc du château de Brienne-le-Château
.",
DT10-03036,"le Turot,",tertre,territoires de Lavau et de Culoison,10191/,"
tertre de limite des territoires de Lavau et de Culoison, commune de Sainte-Maure.",
DT10-03037,Tertre :,,"
Champagne
",non,"on nomme tertres, en 
Champagne
, des parties de terrain servant de limites aux territoires de paroisses, communes, villages, hameaux, fermes.",
DT10-03042,"Turot,",,"
Bourgogne
",non,"même signification dans la 
Bourgogne
 que tertre dans la Champagne méridionale.",
DT10-03050,"Thiélou (Le),",ruisseau,Mesnil-Saint-Père à Briel,10238/10062,"
ruisseau, affluent de la rive droite de la Barse ; du Mesnil-Saint-Père à Briel.",
DT10-03052,"Thiémois (Le),",ruisseau,Rouilly-Sacey à Piney,10328,"
ruisseau, affluent de la rive gauche de l'Auzon ; de Rouilly-Sacey à Piney.",
DT10-03084,"Torvilliers,",,2,non,"
2e canton de Troyes.",Problème
DT10-03090,"Tout-y-Faut,",gagnage,Onjon et Bouy,10270/10056,"
gagnage, Onjon et Bouy ; détruit.",
DT10-03099,"Trémagne (La),",ruisseau,ferme de Trémagne,non,"
ruisseau qui prend sa source au N. de Chamoy, arrose Chamoy, la ferme de Trémagne, celle des Joncs, et se jette dans l'Armance, par la rive droite, au S.-E. des Bordes-d'Avreuil.",
DT10-03099,"Trémagne (La),",ruisseau,Joncs,non,"
ruisseau qui prend sa source au N. de Chamoy, arrose Chamoy, la ferme de Trémagne, celle des Joncs, et se jette dans l'Armance, par la rive droite, au S.-E. des Bordes-d'Avreuil.",
DT10-03099,"Trémagne (La),",ruisseau,N. de Chamoy,10074,"
ruisseau qui prend sa source au N. de Chamoy, arrose Chamoy, la ferme de Trémagne, celle des Joncs, et se jette dans l'Armance, par la rive droite, au S.-E. des Bordes-d'Avreuil.",
DT10-03099,"Trémagne (La),",ruisseau,S.-E. des Bordes-d'Avreuil,10024,"
ruisseau qui prend sa source au N. de Chamoy, arrose Chamoy, la ferme de Trémagne, celle des Joncs, et se jette dans l'Armance, par la rive droite, au S.-E. des Bordes-d'Avreuil.",
DT10-03103,"Trémont (Le),",ruisseau,Rigny-le-Ferron à Flacy,10319,"
ruisseau, affluent de la rive gauche de la Vanne ; de Rigny-le-Ferron à Flacy (Yonne).",
DT10-03112,"Trinité (La),",chapelle,"hors des murs de Nogent-sur-Seine
",10268,"
chapelle 
hors des murs de Nogent-sur-Seine
 ; aujourd'hui détruite.",
DT10-03115,"Trinité (Moulin de la),",,faubourg Saint-Jacques,non,"
commune de Troyes, faubourg Saint-Jacques.",
DT10-03140,"Tuilerie (La),",maison,hameau de Batilly,non,"
commune des Bordes, hameau de Batilly.",
DT10-03181,"Tunk (Canal),",,territoires de Paisy-Cosdon et de Saint Benoît-sur-Vanne,10276/10335,"sur la rive gauche de la Vanne, aux territoires de Paisy-Cosdon et de Saint Benoît-sur-Vanne.",
DT10-03187,"Ulfon.....,",localité,pays des Tricasses,non,"
localité dont la situation est inconnue, dans le pays des Tricasses.",
DT10-03204,"Vailly,",,1,non,"
1er canton de Troyes.",Problème
DT10-03215,"Val-des-Vignes (Fontaine du),",,entre Ailleville et Bar-sur-Aube,10002/10033,"
entre Ailleville et Bar-sur-Aube.",
DT10-03224,"Vallage (Le),",pays ou région naturelle,province de Champagne,non,"
pays ou région naturelle faisant partie de la province de Champagne.",
DT10-03225,"Vallant-Saint-Georges,",,Vallant et Saint-Georges,10392/,"autrefois séparé en deux parties : Vallant et Saint-Georges, canton de Méry-sur-Seine.",
DT10-03232,"Valle Secura,",lieu inconnu,département de l'Aube,non,"
lieu inconnu qui paraît avoir été situé dans l'étendue du département de l'Aube.",
DT10-03252,"Valvoy.....,",,"situation inconnue, mais rapprochée de Troyes
",10387,"
situation inconnue, mais rapprochée de Troyes
.",
DT10-03256,"Vanne (La),",rivière,Fontvanne à Sens,10156/89387,"
rivière, affluent de l'Yonne ; de Fontvanne à Sens (Yonne).",
DT10-03269,"Vaubanton,",localité disparue,"
Arce
",non,"
localité disparue, dans la plaine (mieux la vallée) où coule l'
Arce
, ainsi indiquée dans l'Histoire de Bar-sur-Seine par Coutant, d'après M. Lapérouse, Hist. de Châtillon.
",
DT10-03322,"Vérien (Le),",ruisseau,Rumilly-lez-Vaudes à Cormost,10331,"
ruisseau, affluent de la rive gauche de l'Hozain ; de Rumilly-lez-Vaudes à Cormost.",
DT10-03333,"Verrière (La),",fief,"paroisse de Pouy
",10301,"
fief de la paroisse de Pouy
, dépendant de l'abbaye de Vauluisant, appartenant, au 
xviii
e siècle, au marquis d'Argenteuil et relevant de la seigneurie de Pouy.",
DT10-03352,"Vienne (La),",ruisseau,Saint-André à Troyes,10333,"
ruisseau, affluent de la rive gauche de la Seine ; de Saint-André à Troyes.",
DT10-03370,Villa,,hameau du Grand-Chaas,non,"
commune de Bucey-en-Othe, au hameau du Grand-Chaas.",
DT10-03396,"Villacerf,",,1,non,"
1er canton de Troyes : autrefois hameau nommé Sambleriæ, ensuite Saint-Sépulchre ou Saint-Pulchre, enfin Villacerf-le-Grand, aujourd'hui Villacerf ; le Petit-Villacerf étant Riancey (rive gauche de la Seine), suivant lettres patentes de mars 1688 
(arch. jud. reg. des mandements, n° 19).",Problème
DT10-03399,"Villa in ponte,",grange,entre Ville-sur-Arce et Villeneuve,10427/,"
grange située sur l'Arce, entre Ville-sur-Arce et Villeneuve 
(D'Arbois de Jub. Voyage paléogr. p. 289).",
DT10-03403,"Ville-au-Bois (La),",fief,"
Vendeuvre
",10401,"
fief sis à 
Vendeuvre
 ; disparu au 
xviii
e siècle.",
DT10-03410,"Villechétif,",,1,non,"
1er canton de Troyes.",Problème
DT10-03413,"Villeloup,",,2,non,"
2e canton de Troyes.",Problème
DT10-03429,"Villeneuve (La),",hameau et papeterie,"bourg de Saint-Martin-ès-Vignes
",10387,"comprise dans le bourg de Saint-Martin-ès-Vignes
, créée par Henri le Libéral vers 1175, mentionnée dans une charte datée de 1178 et publiée dans le Trésor des pièces rares et curieuses de la Champagne, recueil publié à Chaumont par M. Carnandet.",
DT10-03430,"Villeneuve (La),",hameau et papeterie,"bourg de Saint-Martin-ès-Vignes
",10387,"autre que la précédente, fondée dans son voisinage et aussi comprise dans le bourg de Saint-Martin-ès-Vignes
 (même document que celui qui est cité dans l'article précédent).",
DT10-03475,"Visitation (La),",couvent,"faubourg Croncels de Troyes
",10387,"
couvent au faubourg Croncels de Troyes
, fondé en 1633 ; encore existant.",
DT10-03481,"Vivier (Le),",ruisseau,Colombé-la-Fosse à Colombé-le-Sec,10102/10103,"
ruisseau, affluent de la rive gauche de la Bresse ; de Colombé-la-Fosse à Colombé-le-Sec.",
DT10-03484,Voie chassante de Rosson,tertre,territoires de Doches et de Rosson,10129/,ou tertre séparatif des territoires de Doches et de Rosson (arch. départ. Procès-verbal de classif. des chemins).,
DT10-03490,"Voie de Charley,",tertre,territoires de Charley et de Sainte-Maure,/10352,"
tertre de limite des territoires de Charley et de Sainte-Maure.",
DT10-03492,"de Lette,",,"territoires de Mergey, Saint-Benoît, Feuges, ",10230/10336/10149,"
communes de Dierrey-Saint-Pierre, de Villeloup, du Pavillon et de Savières, sur la rive gauche de la Seine, et sur la rive droite, sur les territoires de Mergey, Saint-Benoît, Feuges, 189Charmont, Mesnil-Lettre, où ce nom est conservé.",
DT10-03497,"Voie des Buttes (La),",tronçon de voie romaine,Troyes à Méry-sur-Seine,10387/10233,"
tronçon de voie romaine allant de Troyes à Méry-sur-Seine.",
DT10-03498,"Voie des Fins,",,"finages de Saint-Oulph, d'Étrelles et de Longueville",10356/10144/10207,"limitant les finages de Saint-Oulph, d'Étrelles et de Longueville, et se dirigeant d'un bout vers Saint-Just et de l'autre au point de partage des vallées de la Seine et de la Barbuise.",
DT10-03507,voie chassante :,,"environs de Troyes et en Champagne
",non,"on appelle ainsi, aux environs de Troyes et en Champagne
, des voies ou chemins limitant des territoires de villages, paroisses, hameaux ou fermes.",
DT10-03509,"Voie Moyenne,",,Torvilliers à la Rivière-de-Corps,10381/10321,de Torvilliers à la Rivière-de-Corps.,
DT10-03512,"Voie Renoz,",ancienne voie, Piney à Arcis,10287/10006,"
ancienne voie du S.E. au S.O., ou  de  Piney à Arcis, sur les territoires de Longsols, Avant, Mesnil-Lettre, Mesnil-la-Comtesse, etc.",
DT10-03512,"Voie Renoz,",ancienne voie,"territoires de Longsols, Avant, Mesnil-Lettre, Mesnil-la-Comtesse",10206/10021/10236/10235,"
ancienne voie du S.E. au S.O., ou  de  Piney à Arcis, sur les territoires de Longsols, Avant, Mesnil-Lettre, Mesnil-la-Comtesse, etc.",
DT10-03513,Voie romaine,, Bar-sur-Aube à Sézanne ou à Paris,10033/51535/,  de  Bar-sur-Aube à Sézanne ou à Paris.,
DT10-03514,Voie romaine,, Bar-sur-Aube à Sommevoire,10033/52479,  de  Bar-sur-Aube à Sommevoire (Haute-Marne).,
DT10-03515,Voie romaine,, Bar-sur-Aube à Vignory,10033/,"  de  Bar-sur-Aube à Vignory (Haute-Marne), commune de Colombé-le-Sec.",
DT10-03516,Voie romaine,,"
",non,"  de  Beauvais à Troyes (de Cæsaromagus à Augustobona), par 
Calagum, Chailly-en-Brie, Bibe, la Villeneuve-au-Châtelot (?), Pont-sur-Seine, Troyes (carte de Peutinger).",Problème
DT10-03516,Voie romaine,, Beauvais à Troyes,/10387,"  de  Beauvais à Troyes (de Cæsaromagus à Augustobona), par 
Calagum, Chailly-en-Brie, Bibe, la Villeneuve-au-Châtelot (?), Pont-sur-Seine, Troyes (carte de Peutinger).",
DT10-03517,Voie romaine,,"Essoyes à Bar-sur-Aube, par Fontette, Saint-Usage et Champignolle",10141/10033/10155/10364/10076,"d'Essoyes à Bar-sur-Aube, par Fontette, Saint-Usage et Champignolle.",
DT10-03518,Voie romaine,, Honfleur à Troyes,/10387,"  de  Honfleur à Troyes (de Carocotinum à Augustobona), par Lillebonne, Rouen, Paris, Montereau, Sens, Clanum (Vulaines ?), Troyes.",
DT10-03518,Voie romaine,,"Lillebonne, Rouen, Paris, Montereau, Sens, ",non,"  de  Honfleur à Troyes (de Carocotinum à Augustobona), par Lillebonne, Rouen, Paris, Montereau, Sens, Clanum (Vulaines ?), Troyes.",
DT10-03519,Voie romaine,," Milan à Boulogne-sur-Mer, par Autun, Auxerre, ",non,"  de  Milan à Boulogne-sur-Mer, par Autun, Auxerre, Eburobriga (Avrolle), Augustobona (Troyes), Arciaca (Arcis), Châlons-sur-Marne, Reims.",
DT10-03520,Voie romaine,,"
",non,"  de  Paris à Troyes, par 
Condate (Montereau) et Riobe (Jaulnes-lez-Bray), et dans le département de l'Aube par Bouy, Soligny, Charmoy, Fay, Avon-la-Pèze, Prunay-Belleville, la Grange-l'Évêque, les Noës (Table théodosienne).",Problème
DT10-03520,Voie romaine,, Paris à Troyes,/10387,"  de  Paris à Troyes, par 
Condate (Montereau) et Riobe (Jaulnes-lez-Bray), et dans le département de l'Aube par Bouy, Soligny, Charmoy, Fay, Avon-la-Pèze, Prunay-Belleville, la Grange-l'Évêque, les Noës (Table théodosienne).",
DT10-03520,Voie romaine,,"Bouy, Soligny, Charmoy, Fay, Avon-la-Pèze, Prunay-Belleville, la Grange-l'Évêque, les Noës",10057/10370/10074/10146/10023/10308//10265,"  de  Paris à Troyes, par 
Condate (Montereau) et Riobe (Jaulnes-lez-Bray), et dans le département de l'Aube par Bouy, Soligny, Charmoy, Fay, Avon-la-Pèze, Prunay-Belleville, la Grange-l'Évêque, les Noës (Table théodosienne).",
DT10-03521,Voie romaine,, Pont-Belin à Pont-sur-Seine,/10298,  de  Pont-Belin à Pont-sur-Seine.,
DT10-03522,Voie romaine,,Reims(,non," de Reims(Durocortorum) à Langres (Antemantunnum), par Corobilium), Brienne, Dienville, Tranne, Bossancourt, Ailleville, Bar-sur-Aube (Segessera), la vallée de l'Aube, le pont Perrecin, Longchamp et la grande rue de RennepontCorbeil(.",
DT10-03522,Voie romaine,,,non," de Reims(Durocortorum) à Langres (Antemantunnum), par Corobilium), Brienne, Dienville, Tranne, Bossancourt, Ailleville, Bar-sur-Aube (Segessera), la vallée de l'Aube, le pont Perrecin, Longchamp et la grande rue de RennepontCorbeil(.",
DT10-03523,Voie romaine,,Sens ou d'Orléans à Reims,non,"de Sens ou d'Orléans à Reims, par Traînel et Pont-sur-Seine (Duodecim Pontes).",
DT10-03523,Voie romaine,,Traînel et Pont-sur-Seine,10382/10298,"de Sens ou d'Orléans à Reims, par Traînel et Pont-sur-Seine (Duodecim Pontes).",
DT10-03524,Voie romaine,, Sens à Reims,non,"  de  Sens à Reims, par Marcilly-le-Hayer, Saint-Flavit, Saint-Oulph et Étrelles.",
DT10-03524,Voie romaine,,"Marcilly-le-Hayer, Saint-Flavit, Saint-Oulph et Étrelles",10223/10339/10356/10144,"  de  Sens à Reims, par Marcilly-le-Hayer, Saint-Flavit, Saint-Oulph et Étrelles.",
DT10-03525,Voie romaine,,Troyes à Joigny,10387/89206, de Troyes à Joigny.,
DT10-03526,Voie romaine,,"le Pont-Hubert, Creney, Luyères, Avant, Onjon, Coclois (",/10115/10210/10021/10270/10101,"  de vers Saint-Dizier ou vers Margerie
, par le Pont-Hubert, Creney, Luyères, Avant, Onjon, Coclois (Curtis Claudia), Brillecourt, le point de partage des vallées où coulent le Ravet et le Meldançon ; appelée, dans cette partie, le Vieux ou Grand chemin de Troyes.
",
DT10-03526,Voie romaine,,"vers Saint-Dizier ou vers Margerie
",non,"  de vers Saint-Dizier ou vers Margerie
, par le Pont-Hubert, Creney, Luyères, Avant, Onjon, Coclois (Curtis Claudia), Brillecourt, le point de partage des vallées où coulent le Ravet et le Meldançon ; appelée, dans cette partie, le Vieux ou Grand chemin de Troyes.
",
DT10-03527,Voie romaine,, Troyes à Soissons,10387/,"  de  Troyes à Soissons ou voie de Rhèges.
",
DT10-03528,Voie romaine,, Troyes à Tonnerre,10387/89418,  de  Troyes à Tonnerre et voies aboutissant à Pont-Belin.,
DT10-03528,Voie romaine,,Pont-Belin,10201,  de  Troyes à Tonnerre et voies aboutissant à Pont-Belin.,
DT10-03529,Voie romaine,,"le Pont-Hubert, Piney, Lesmont, Saint-Christophe, Lassicourt, Putteville, Boulancourt",/10287/10193/10337/10189//,"  de vers Vassy
 (Haute-Marne), par le Pont-Hubert, Piney, Lesmont, Saint-Christophe, Lassicourt, Putteville, Boulancourt.",
DT10-03529,Voie romaine,,"vers Vassy
",non,"  de vers Vassy
 (Haute-Marne), par le Pont-Hubert, Piney, Lesmont, Saint-Christophe, Lassicourt, Putteville, Boulancourt.",
DT10-03530,Voie romaine,,vallée de l'Arce,non,de la vallée de l'Arce.,
DT10-03531,Voie romaine,,vallée de la Sarce,non,de la vallée de la Sarce.,
DT10-03533,Voie romaine,,territoires d'Essoyes et de Gyé,10141/10170,sur les limites des territoires d'Essoyes et de Gyé.,
DT10-03541,"Voire (La),",rivière,Sommevoire à Chalette,52479/10073,"
rivière, affluent de la rive droite de l'Aube ; de Sommevoire à Chalette.",
DT10-03552,"du Voué,",,"écart de Ville-sur-Arce
",10427,"sur l'Arce, écart de Ville-sur-Arce
.",
DT10-03589,"Croncels-Saint-Gilles,",partie du faubourg,"
Croncels
",non,"
partie du faubourg de 
Croncels
 dépendant de la paroisse de Saint-Gilles de Troyes 
extrà muros, 

xvi
e siècle.",
DT10-03590,"Croncels-Saint-Jean,",partie du faubourg,"
Croncels
",non,"
partie du faubourg de 
Croncels
 dépendant de la paroisse de Saint-Jean de Troyes 
intra muros, 

xvi
e siècle.",
DT10-03597,"Drosnay,",fief,"paroisse de Moussey
",10260,"
fief, paroisse de Moussey
, 
xvii
e siècle.",
DT10-03598,"Épinay,",,entre Montiéramey et la Rivour,10249/,"
entre Montiéramey et la Rivour.",
DT10-03603,"Florentia,",bourgade,montagne de Sainte-Germaine,10033,"
bourgade au 
v
e siècle, sur la montagne de Sainte-Germaine, près de Bar-sur-Aube.",
DT10-03606,"Fossés-Patris-lez-Troyes (Les),",quartier,"hors des murs de Troyes
",10387,"
quartier 
hors des murs de Troyes
.",
DT10-03636,"Mocroia,",localité,"environs de Laines-aux-Bois
",10186,"
localité dans les environs de Laines-aux-Bois
.",
DT10-03640,"Mont-Épiné (Le),",côte,"bois de Vitry-le-Croisé
",10438,"
côte faisant partie des bois de Vitry-le-Croisé
.",
DT10-03644,"Noue-Doucein (La),",,"environs de Montiéramey
",10249,"dans les environs de Montiéramey
.",
DT10-03667,"Roue (La Haute-),",hameau,Basson à Marcilly-le-Hayer,/10223,"
hameau reliant autrefois Basson à Marcilly-le-Hayer ; aujourd'hui disparu.",
DT10-03674,"Saint-Étienne,",basilique,montagne de Sainte-Germaine,10033,"
basilique au 
v
e siècle, sur la montagne de Sainte-Germaine, près de Bar-sur-Aube.",
DT10-03675,"Saint-Flavit,",ancien prieuré,bois de Coudroy,non,"
ancien prieuré au territoire de Marcilly-le-Hayer, dans le bois de Coudroy, près de la ferme de Chanteloup ; chapelle détruite.",
DT10-03677,"Seine (Vieille),",ancien cours,"territoires de Saint-Julien, de Troyes, de Saint-Parres et du Pont-Sainte-Marie",10343/10387/10357/10297,"
ancien cours de la Seine, au territoires de Saint-Julien, de Troyes, de Saint-Parres et du Pont-Sainte-Marie.",
DT10-03680,"Sorberoi,",forêt,Turgy et Vallières,10388/10394,"
forêt désignée avec Turgy et Vallières, 1250 (cart. de Saint-Michel de Tonnerre).",
