Article,Vedette,type vedette,Candidat,INSEE,Definition,Correction,Commentaire
DT80-03418,N.-D. de Liesse.,Chapelles,Luchuel,80392,"
         Chapelles de ce nom à BAYONVILLERS, BEAUVOIR-RIVIERE, Chaulnes, FLAUCOURT, FRANCIERES, HALLU, IGNAUCOURT (Chapelle, 
         1757. Cassini), Luchuel (Amand ou N.-D. de Liesse, 
         1757. Cassini), SAINT-GRATIEN (1757. Cassini).",,
DT80-03532,Panneteries.,établissements isolés,Mailly,non,"On trouve des habitations et des établissements isolés sous ces noms à BOUCHAVESNE, CANDAS, CAPPY, DERNANCOURT, Lœuilly-lès-Conty, Mailly, MARTAINEVILLE-LES-BUS, MEAULTE, MEZIERES, Monchel-lès-Ayencourt, RAINECOURT, 137
         ROUVROY-EN-SANTERRE, Saint-Maulvis, SAILLY-LE-SEC, TAISNIL.",,
DT80-05291,"Voie herbeuse,",route,"maladrerie de Beauval
         ",80071,"
         route passant derrière la maladrerie de Beauval
         .",,
DT80-04111,Rivière de Montagne.,Cours d’eau,marais de Bray,80136,"
         Cours d’eau qui vient des marais de Bray et se jette dans la Somme.",,
DT80-04832,"Taque de Bray,",partie,marais de Bray-sur-Somme,80136,"
         partie du marais de Bray-sur-Somme.",,
DT80-04833,"Taque de Montelis,",partie,marais de Bray-sur-Somme,80136,"
         partie du marais de Bray-sur-Somme.",,
DT80-03042,"Mignu,",ruisseau,marais de Romaine,80633,"
         ruisseau qui a sa source dans les marais de Romaine et se perd à Morlay dans la rivière du Pont-Dien.",,
DT80-02949,"Mayette,",petit affluent,marais de Rue,80688,"
         petit affluent de la Maye au CROTOY, qui prend sa source dans le marais de Rue.",,
DT80-02376,Haute-Borne.,lieux dits,Maresmontiers,80511,"On rencontre des lieux dits de ce nom à AIRAINES, ARREST, AILLY-SUR-NOYE, ABLAINCOURT, BACOUEL, BERNES, BIACHES, BONNEVILLE, BOUCHAVESNE, BOUVAINCOURT, BRAY-SUR-SOMME, BREILLY, BRIE, BROUCHY, Bussu, CAHON, CAPPY, CARDONNETTE, CHILLY, CHIRMONT, CHUIGNOLLES, Citernes, DARGNIES, DERNANCOURT, DOUILLY, Eaucourt, EMBREVILLE, EQUANCOURT, ERCHEU, La Faloise, FINS, FLIXECOURT, FOREST-L'ABBAYE, FOUILLOY, FREMONTIERS, 468
         GAPENNES, GORENFLOS, GUILLEMONT, GUYENCOURT-SAULCOURT, HALLU, HERLEVILLE, HESBECOURT, HOMBLEUX, LANGUEVOISIN, LEALVILLERS, LONGUEVAL, MAMETZ, Maresmontiers, MARQUIVILLERS, MERICOURT-L'ABBE, MESNIL-SAINT-GEORGES, MIRAUMONT, MOLLIENS-AUX-BOIS, La Motte-Buleux, NAMPONT, NESLE, QUEVAUVILLERS, QUIVIERES, RAMBURES, REMIENCOURT, RIVERY, ROSIERES, ROUVREL, SAIGNEVILLE, SAINT-LEGER-LES-AUTHIE, TILLOY-FLORIVILLE, Tours-en-Vimeu, VAUX-MARQUENNEVILLE, VECQUEMONT, VIGNACOURT, Villers-Tournelles, YZENGREMER.",,
DT80-04143,"Rivièrette,",petit cours d’eau,Marestmontiers,80511,"
         petit cours d’eau qui va de FONTAINE-SOUS-MONTDIDIER à Marestmontiers, à GRATIBUS, à BOUILLANCOURT et se perd dans le Dom.",,
DT80-02589,Lambourgt,ruisseau,Martinsart,80540,"
         ruisseau qui prend sa source entre 
            Mesnil
          et Martinsart et se perd dans l’Encre.",,
DT80-04296,Ruisseau de Tailly.,Ruisseau,Mermont,80013,"
         Ruisseau qui prend sa source à TAILLY, passe à LALEU, METIGNY, Mermont, et se jette dans l’Airaine au-dessous du bourg de ce nom ; il est presque toujours à sec.",,
DT80-03532,Panneteries.,établissements isolés,Monchel-lès-Ayencourt,80049,"On trouve des habitations et des établissements isolés sous ces noms à BOUCHAVESNE, CANDAS, CAPPY, DERNANCOURT, Lœuilly-lès-Conty, Mailly, MARTAINEVILLE-LES-BUS, MEAULTE, MEZIERES, Monchel-lès-Ayencourt, RAINECOURT, 137
         ROUVROY-EN-SANTERRE, Saint-Maulvis, SAILLY-LE-SEC, TAISNIL.",,
DT80-03103,"Mon-idée,",habitation isolée,Mont Saint-Quentin,80017,"
         habitation isolée dép. du Mont Saint-Quentin.",,
DT80-03122,Montagne.,Petit cours d’eau,montagne d’Etinehem,80295,"
         Petit cours d’eau venant de la montagne d’Etinehem, qui se perd dans la Somme.",,
DT80-00029,"Agnecourt,",fief,Montigny,80563,"
         fief sis entre HEUZECOURT et Montigny.",,
DT80-00229,"Baillon,",,Montreuil,non,"
         près Abbeville
         , entre les routes de Montreuil et d’Hesdin.",,
DT80-03042,"Mignu,",ruisseau,Morlay,80633,"
         ruisseau qui a sa source dans les marais de Romaine et se perd à Morlay dans la rivière du Pont-Dien.",,
DT80-02426,"Hemon,",,Morlay,80633,"dép. du CROTOY, entre Morlay et le Humel.",,
DT80-02575,Justice,lieux dits,Motte-Brebière (la),80461,"On trouve des lieux dits de ce nom à : AIZECOURT-LE-HAUT, ALLENAY, Ainval, AIRAINES, Avesnes, BAILLEUL, 502
         Beaufort, BEAUQUESNE, BECOURT, BERTAUCOURT-LES-THENNES, CAPPY, Cardonnois (le), Chaussée (la), CHILLY, CORBIE, DOINGT, EQUENNES, FAMECHON, FLESSELLES, FLEURY, FRANSART, FREMONTIERS, FRESNOY-EN-CHAUSSEE, FRESSENNEVILLE, GAMACHES, GUIGNEMICOURT, HANGEST-SUR-SOMME, HORNOY, LIANCOURT-FOSSE, LOEUILLY, MARCHE-LE-POT, MERICOURT-EN-VIMEU, Motte-Brebière (la), Offignies, PIERREPONT, PLESSIER-ROZAINVILLERS, POIX, PONT-REMY, PUZEAUX, ROIGLISE, ROSIERES, SAINT-AUBIN-MONTENOY, Saint-Maulvis, SAINT-SAUFLIEU, SAINT-RIQUIER, SELINCOURT, SOURDON, THORY, VERS-HEBECOURT, VIGNACOURT, Villeroy (canton d’Oisemont), WARLOY-BAILLON.",,
DT80-04112,Rivière de Neuilly.,Ruisseau,moulin de Verité,non,"
         Ruisseau qui prend sa source entre Canchy et Neuilly-l’Hôpital, passe à DRUCAT, y reçoit une source qui prend naissance dans le parc du château, y reçoit une autre source appelée la Fontaine St-Martin et se jette dans le Scardon près le moulin de Verité, à la Bouvaque.",,
DT80-01860,"Flamicourt-lès-Ham,",hameau,Muille Vilette,80579,"
         hameau dép. de Muille Vilette, 41 habitants.",Muille-Vilette,
DT80-00844,"Buisson des trois Évêchés,",borne,Noyon,non,"
         terroir de Bazentin
         , borne commune aux trois diocèses d’Amiens, d’Arras et de Noyon.",,
DT80-01624,"Epine des trois évêques,",,Noyon,non,"dép. de LONGUEVAL. — Limite entre les évêchés d’Amiens, d’Arras et de Noyon.",,
DT80-00134,"Arbres de Huigermes,",lieu,Occoches,80602,"
         lieu entre LONGUEVILLETTE et Occoches.",,
DT80-02529,"Huigermes,",lieu,Occoches,80602,"
         lieu sis entre LONGUEVILLETTE et Occoches.",,
DT80-02575,Justice,lieux dits,Offignies,80604,"On trouve des lieux dits de ce nom à : AIZECOURT-LE-HAUT, ALLENAY, Ainval, AIRAINES, Avesnes, BAILLEUL, 502
         Beaufort, BEAUQUESNE, BECOURT, BERTAUCOURT-LES-THENNES, CAPPY, Cardonnois (le), Chaussée (la), CHILLY, CORBIE, DOINGT, EQUENNES, FAMECHON, FLESSELLES, FLEURY, FRANSART, FREMONTIERS, FRESNOY-EN-CHAUSSEE, FRESSENNEVILLE, GAMACHES, GUIGNEMICOURT, HANGEST-SUR-SOMME, HORNOY, LIANCOURT-FOSSE, LOEUILLY, MARCHE-LE-POT, MERICOURT-EN-VIMEU, Motte-Brebière (la), Offignies, PIERREPONT, PLESSIER-ROZAINVILLERS, POIX, PONT-REMY, PUZEAUX, ROIGLISE, ROSIERES, SAINT-AUBIN-MONTENOY, Saint-Maulvis, SAINT-SAUFLIEU, SAINT-RIQUIER, SELINCOURT, SOURDON, THORY, VERS-HEBECOURT, VIGNACOURT, Villeroy (canton d’Oisemont), WARLOY-BAILLON.",,
DT80-01191,"Chaussée romaine,",,Paris,75056,"d’
            Amiens
          à Paris.",,
DT80-04826,"Taillesac,",bras,partie d’Abbeville,80001,"
         bras de la Somme qui traversait une partie d’Abbeville, de la Porte au sel jusqu’au Scardon.",,
DT80-02577,"Kilienne,",ruisseau,Pas,62649,"
         ruisseau indiqué sans nom par Cassini ; il prend sa source à 
            Warlincourt-lès-Pas
          (Pas-de-Calais), passe à Grincourt, Pas, FAMECHON et se jette à THIEVRES dans l’Authie, après un parcours de 7 kil. ; il fait mouvoir 6 moulins.",,
DT80-04116,Rivière de Taillesac.,,pont aux Poirées,non,"Se jetait dans le Scardon, près le pont aux Poirées, à Abbeville. M. Prarond.",,
DT80-03426,Notre-Dame de Pitié.,chapelles,Pont-Noyelles,80634,"On trouve des chapelles de ce nom à AUBIGNY (1757. Cassini), à BEAUVAL (1757. Cassini), BRESLE, CAMPS-L'AMIENOIS (1757. Cassini. Chapelle, 
         1836. Etat-Major), Crécy-en-Ponthieu (1757. Cassini. — 1764. Desnos), CROTOY (1757. 
         117Cassini. — 1764. Desnos), CURLU (Notre-Dame de Cuerlu, 
         1414. Monstrelet), FALVY, La Faloise (1757. Cassini. — 1836. Etat-Major), GAPENNES, Les Bœufs (Chapelle Labroyée), LICOURT, Pont-Noyelles (1757. Cassini), SOUPLICOURT.",,
DT80-04826,"Taillesac,",bras,Porte,non,"
         bras de la Somme qui traversait une partie d’Abbeville, de la Porte au sel jusqu’au Scardon.",,
DT80-04577,"S. Pierre-le-Hors,",fief,porte de Hesdin,non,"
         fief sis à la porte de Hesdin, à DOULLENS.",,
DT80-00809,"Bruile,",lieu,porte du Bois,non,"
         lieu situé près d’Abbeville vers la porte du Bois.",,
DT80-02361,"Hardivillé,",fief,porte Noyon d’Amiens,80021,"
         fief sis en dehors de la porte Noyon d’Amiens.",,
DT80-01175,"Chaufour,",habitation isolée,"près Abbeville
         ",80001,"
         habitation isolée 
         près Abbeville
         , vers Epagnette.",,
DT80-01612,"Epine de la belle Magdelaine,",,"près Abbeville
         ",80001,"
         près Abbeville
         , à l’entrée du chemin qui mène à Hautvillers. — M. Prarond.",,
DT80-00229,"Baillon,",,"près Abbeville
         ",80001,"
         près Abbeville
         , entre les routes de Montreuil et d’Hesdin.",,
DT80-00123,"Arbre de Malcourt,",,"près Abbeville
         ",80001,"
         près Abbeville
         .",,
DT80-00339,"Beaurepaire,",habitation isolée,près Amiens,80021,"
         habitation isolée, sise au faubourg de Noyon
         , près Amiens, appartenant au chapitre, détruite vers le commencement du xviii
            e siècle. Ms Pagès.",,
DT80-03376,"Nonestan,",lieu dit,près Amiens,80021,"
         lieu dit 
         route de Rainneville, près Amiens.",,
DT80-00992,Carcaillot,lieu dit,"près Amiens
         ",80021,"
         lieu dit, près Amiens
         , où l’on fit de nombreuses trouvailles d’objets gallo-romains.",,
DT80-02367,"Harundel,",castrum,"près Ault
         ",80039,"
         castrum, près Ault
          ?",,
DT80-03360,"Nifregny,",,"près Ault
         ",80039,"
         près Ault
         .",,
DT80-04068,"Riflecosse,",cense,"près Beauquesne
         ",80070,"
         cense 
         près Beauquesne
         .",,
DT80-04723,"Saulx,",lieu dit,"près Bray-sur-Somme
         ",80136,"
         lieu dit 
         près Bray-sur-Somme
         .",,
DT80-00325,"Beaumetz,",lieu,"près Breilly
         ",80137,"
         lieu sis près Breilly
         .",,
DT80-03986,"Raingnart,",lieu dit,"près Cahon
         ",80161,"
         lieu dit 
         près Cahon
         .",,
DT80-05225,Village brulé,,"près Cartigny
         ",80177,"
         près Cartigny
         .",,
DT80-02988,"Mes,",lieu détruit,"près Contay
         ",80207,"
         lieu détruit 
         près Contay
         .",,
DT80-05315,"Waluth,",lieu,"près Déniécourt
         ",80288,"
         lieu sis près Déniécourt
         .",,
DT80-00931,"Camps de Monceaux,",,"près Dom-Léger
         ",80245,"
         près Dom-Léger
         .",,
DT80-04840,"Tangreville,",fief,"près Doullens
         ",80253,"
         fief 
         près Doullens
         .",,
DT80-02838,"Malveau,",lieu dit,"près Doullens
         ",80253,"
         lieu dit 
         près Doullens
         , sur l’Authie.",,
DT80-04113,"Rivière de Neuville,",,près Forestmontiers,non,"passe à 
            Neuville
          
         près Forestmontiers.",,
DT80-03358,"Nieulemont,",fief,"près la Porte d’Arras
         ",non,"
         fief 
         près la Porte d’Arras
          à DOULLENS.",,
DT80-05200,"Vielle Forge,",lieu dit,"près le Gard
         ",80229,"
         lieu dit 
         près le Gard
         .",,
DT80-03488,"Olainville,",fief,"près Limeux
         ",80482,"
         fief 
         près Limeux
         .",,
DT80-02915,"Marsville,",,"près Limeux
         ",80482,"
         près Limeux
         . Lieu inconnu.",,
DT80-04579,"S. Quentin,",lieu,"près Longueau
         ",80489,"
         lieu sis près Longueau
         .",,
DT80-02136,Genestelle,lieu,"près Mayoc
         ",80228,"
         lieu 
         près Mayoc
         .",,
DT80-04274,Ruisseau de Courcelles.,Ruisseau,près Mézerolles,80544,"
         Ruisseau qui vient de 
            Courcelles
         , près Mézerolles, et se jette dans l’Authie.",,
DT80-01658,"Esgouette,",fief,"près Montdidier
         ",80561,"
         fief sis près Montdidier
         . — Daire. Doy. de Montdidier.",,
DT80-03530,Palettes,fief,"près Montdidier
         ",80561,"
         fief sis près Montdidier
         . Daire.",,
DT80-02708,Madelaine,fontaine,"près Montdidier
         ",80561,"
         fontaine 
         près Montdidier
         .",,
DT80-04093,"Rivière,",fief,"près Nesle
         ",80585,"
         près Nesle
         . Lieu détruit.",,
DT80-03782,"Pont de Hale,",,près Péronne,80620,"à 
            Halles
         , près Péronne.",,
DT80-00001,"Aaron-le-Fontaine,",lieu,"près Péronne
         ",80620,"
         lieu situé près Péronne
         .",,
DT80-02490,"Honcourt,",,"près Péronne
         ",80620,"
         près Péronne
         , lieu détruit.",,
DT80-02154,Glavyon,,"près Péronne
         ",80620,"
         près Péronne
         .",,
DT80-04835,"Tamfol,",léproserie,"près Picquigny
         ",80622,"
         léproserie fondée en 1205 
         près Picquigny
         .",,
DT80-05316,"Walois,",fief,"près Poix
         ",80630,"
         fief sis près Poix
         .",,
DT80-03856,"Pré Berte,",lieu dit,"près Roye
         ",80685,"
         lieu dit 
         près Roye
         .",,
DT80-03857,"Pré Carvoisin,",lieu dit,"près Roye
         ",80685,"
         lieu dit 
         près Roye
         .",,
DT80-03858,"Pré Cornu,",lieu dit,"près Roye
         ",80685,"
         lieu dit 
         près Roye
         .",,
DT80-00954,Canal du Gard.,,près Rue,80688,"Canal construit pour dessécher le marais, et qui va de 
            Domvoie
          à l’étang du Gard, près Rue.",,
DT80-00035,"Agrona,",,"près Rue
         ",80688,"
         près Rue
         . — Lieu disparu.",,
DT80-01768,"Fecq,",lieu détruit,"près Saint-Cren
         ",non,"
         lieu détruit, près Saint-Cren
          (Mons-en-Chaussée.).",,
DT80-04574,"S. Pierre a Vaulx,",carrière,"près Saint-Mauguille
         ",80716,"
         carrière sise près Saint-Mauguille
         . D. Grenier.",,
DT80-04590,"S. Riquier,",lieu,"près Saint-Quentin-en-Tourmont
         ",80713,"
         lieu 
         près Saint-Quentin-en-Tourmont
         .",,
DT80-04841,"Tannoie,",lieu,"près Saint-Riquier
         ",80716,"
         lieu sis près Saint-Riquier
         .",,
DT80-04988,"Trinquies,",lieu,"près Saint-Riquier
         ",80716,"
         lieu sis près Saint-Riquier
         .",,
DT80-00832,"Buicourt,",,"près Senlis
         ",80733,"
         près Senlis
         .",,
DT80-00368,"Behen,",fief,"près Terramesnil
         ",80749,"
         fief sis près Terramesnil
         .",,
DT80-04770,"Sery,",fief,"près Terramesnil
         ",80749,"
         fief sis près Terramesnil
         .",,
DT80-02505,Hostisses,lieu,"près Valloires
         ",80025,"
         lieu sis près Valloires
         . — Non indiqué par l’Etat-major.",,
DT80-01254,"Cocquerel,",fief,"prévôté de Fouilloy
         ",non,"
         fief de la prévôté de Fouilloy
         .",,
DT80-04097,Rivière-Neuve,affluent,Puisard,non,"Cet affluent de la Cologne prend sa source à BUIRE-COURCELLES, au lieu dit le Puisard ; elle se jette dans la Cologne sans sortir du territoire de Buire, après un parcours de 1600 mètres environ. Sa plus grande largeur atteint 4 mètres.",,
DT80-02554,"Ingon,",rivière,Quiquery,80465,"
         rivière qui prend sa source au bois de Fonchettes, au bas du village de Curchy, au lieu dit Boury-Fosse, coule de l’E. à l’O. passe à MANICOURT, HERLY, NESLE, Quiquery où il reçoit l’Arrivant ou Petit Ingon, et se jette dans la Somme au-dessous de ROUY-LE-GRAND, après un parcours de plus de 15 kil.",,
DT80-01189,"Chaussée Brunehaut,",voie romaine,Rouen,76540,"allant d’
            Amiens
          à Rouen.",,
DT80-05015,Tuilerie,,route d’Abbeville,non,"dép. de POIX, route d’Abbeville.",,
DT80-03570,Père-Angot,habitation isolée,route d’Amiens à Corbie,non,"
         habitation isolée dép. de RIVERY, sur la route d’Amiens à Corbie.",,
DT80-03561,Pavé,écart,route de Flandre,non,"
         écart dép. de BARLEUX, route de Flandre.",,
DT80-03376,"Nonestan,",lieu dit,route de Rainneville,non,"
         lieu dit 
         route de Rainneville, près Amiens.",,
DT80-04630,"Anne,",chapelle,rue de la Grande-Avenue,non,"
         chapelle sise à 
            Chaulnes
         , rue de la Grande-Avenue.",,
DT80-04122,Rivière des Hebbillons.,Rivière,rue du Lillier,non,"
         Rivière qui n’était peut-être qu’un bras de celle des pécheurs d’eau douce, entrait en ville à peu près au même endroit et coulait derrière les jardins de la Tannerie dans la direction de la rue du Lillier, faisait mouvoir le moulin Clapet supprimé en 1500, et se déchargeait dans la Somme derrière les etiaux où on vendoit les pichons.
      ",,
DT80-04476,S. Leger-les-Dreuil-Hamel.,Village détruit,S. Landon,non,"
         Village détruit, situé sur le S. Landon, et dont il ne restait plus, dit le P. Daire, qu’une maison en 1689.",Saint-Landon,
DT80-00137,Arbret,lieu dit,S. Riquier,80716,"
         lieu dit à S. Riquier.",Saint-Riquier,
DT80-01376,Courtgain,,S. Valery,80721,"dép. de S. Valery, 577 habitants.",Saint-Valery,
DT80-03797,"Pont-Dien,",petite rivière,Sailly-Bray,80600,"
         petite rivière qui prend sa source à NOUVION, coule de l’E. à l’O., passe à Bonnelle, Sailly-Bray, NOYELLES-SUR-MER, remonte au N. O. et va se perdre près du Crotoy, dans les sables, à l’embouchure de la Somme.",,
DT80-03125,"Montagnes-Balettes,",lieu dit,Sailly-le-Sec en Vermandois,non,"
         lieu dit à de Sailly-le-Sec en Vermandois.",,
DT80-01808,"Ferme de Montenoy,",partie,Saint-Aubin,80698,"dép. de 
            Montenoy
         , partie de Saint-Aubin.",,
DT80-02630,"Liger,",rivière,Saint-Aubin-Rivière,80699,"
         rivière qui prend sa source à GUIBERMESNIL, passe à BROCOURT, LIOMER, Le Quesne, Saint-Aubin-Rivière, le MAZIS, Inval et se jette à SENARPONT dans la Bresle.",,
DT80-04643,"Geneviève,",chapelle,Saint-Blimont,80700,"
         chapelle sise à 
            Elincourt
         , dép. de Saint-Blimont.",,
DT80-02963,Meline,Ruisseau,Saint-Germain,80703,"
         Ruisseau qui va de GUEMICOURT à SAINT-LEGER-LE-PAUVRE, Saint-Germain, SENARPONT, NESLE-L'HOPITAL, NESLETTE et se confond avec la Bresle.",,
DT80-04104,Rivière de Domart.,Ruisseau,Saint-Hilaire,80466,"
         Ruisseau qui vient de BONNEVILLE, de Saint-Hilaire et de Domart et se jette dans la Nièvre près de Saint-Léger.",,
DT80-04120,Rivière des Evoissons.,Rivière,Saint-Martin-le-Pauvre,80436,"
         Rivière qui prend sa source à 
            Sarcus
          (Oise), passe à AGNIERES, où des sources intermittentes en augmentent le volume, à Saint-Martin-le-Pauvre, à MEREAUCOURT, à CONTRE, à EQUENNES, à ERAMECOURT, à SAINT-ROMAIN, à GUIZANCOURT, à BERGICOURT, se bifurque au-dessus de Famechon, une branche passe à FAMECHON, l’autre continue et se réunit à la rivière de Poix au dessous de Uzenneville, pour de là se perdre dans la Selle après un parcours de 13 kil.",,
DT80-03532,Panneteries.,établissements isolés,Saint-Maulvis,80709,"On trouve des habitations et des établissements isolés sous ces noms à BOUCHAVESNE, CANDAS, CAPPY, DERNANCOURT, Lœuilly-lès-Conty, Mailly, MARTAINEVILLE-LES-BUS, MEAULTE, MEZIERES, Monchel-lès-Ayencourt, RAINECOURT, 137
         ROUVROY-EN-SANTERRE, Saint-Maulvis, SAILLY-LE-SEC, TAISNIL.",,
DT80-02575,Justice,lieux dits,Saint-Maulvis,80709,"On trouve des lieux dits de ce nom à : AIZECOURT-LE-HAUT, ALLENAY, Ainval, AIRAINES, Avesnes, BAILLEUL, 502
         Beaufort, BEAUQUESNE, BECOURT, BERTAUCOURT-LES-THENNES, CAPPY, Cardonnois (le), Chaussée (la), CHILLY, CORBIE, DOINGT, EQUENNES, FAMECHON, FLESSELLES, FLEURY, FRANSART, FREMONTIERS, FRESNOY-EN-CHAUSSEE, FRESSENNEVILLE, GAMACHES, GUIGNEMICOURT, HANGEST-SUR-SOMME, HORNOY, LIANCOURT-FOSSE, LOEUILLY, MARCHE-LE-POT, MERICOURT-EN-VIMEU, Motte-Brebière (la), Offignies, PIERREPONT, PLESSIER-ROZAINVILLERS, POIX, PONT-REMY, PUZEAUX, ROIGLISE, ROSIERES, SAINT-AUBIN-MONTENOY, Saint-Maulvis, SAINT-SAUFLIEU, SAINT-RIQUIER, SELINCOURT, SOURDON, THORY, VERS-HEBECOURT, VIGNACOURT, Villeroy (canton d’Oisemont), WARLOY-BAILLON.",,
